id,segment,shoulder_pan_joint,shoulder_lift_joint,elbow_joint,wrist_1_joint,wrist_2_joint,wrist_3_joint,time_from_start_s,score
0,approach,1.5400809756241274,-1.6199397577352357,1.3999678228092844,-1.199945876570465,-1.6000818166478072,-0.10990594776300713,0.0,0.5372406581210418
0,approach,1.5410893697719121,-1.6199472373001313,1.4001422652739504,-1.1983567085433442,-1.5995287228094783,-0.10740594776300713,0.1,0.5372406581210418
0,approach,1.5441145522152662,-1.6199696759948186,1.4006655926679483,-1.1935892044619822,-1.5978694412944914,-0.09990594776300714,0.2,0.5372406581210418
0,approach,1.54915652295419,-1.620007073819297,1.4015378049912783,-1.1856433643263788,-1.5951039721028468,-0.08740594776300711,0.30000000000000004,0.5372406581210418
0,approach,1.5562152819886832,-1.6200594307735672,1.4027589022439402,-1.174519188136534,-1.5912323152345442,-0.06990594776300708,0.4,0.5372406581210418
0,approach,1.5652908293187457,-1.6201267468576288,1.4043288844259343,-1.1602166758924481,-1.586254470689584,-0.04740594776300716,0.5,0.5372406581210418
0,approach,1.5763831649443778,-1.6202090220714815,1.40624775153726,-1.1427358275941206,-1.5801704384679658,-0.01990594776300738,0.6000000000000001,0.5372406581210418
0,approach,1.5889741305464642,-1.6203024130778927,1.4084258671847751,-1.1228932293309626,-1.5732644230885386,0.01130943966696401,0.7000000000000001,0.5372406581210418
0,approach,1.601645985132878,-1.6203964040624066,1.4106179758466502,-1.1029231549336742,-1.5663140409315788,0.04272536620286178,0.8,0.5372406581210418
0,approach,1.6143178397192919,-1.6204903950469203,1.4128100845085252,-1.082953080536386,-1.5593636587746191,0.07414129273875952,0.9,0.5372406581210418
0,approach,1.6269896943057056,-1.620584386031434,1.4150021931704004,-1.0629830061390977,-1.5524132766176593,0.10555721927465729,1.0,0.5372406581210418
0,approach,1.6396615488921207,-1.6206783770159479,1.4171943018322757,-1.043012931741807,-1.5454628944606987,0.13697314581055858,1.1,0.5372406581210418
0,approach,1.652333403478536,-1.6207723680004618,1.419386410494151,-1.0230428573445165,-1.5385125123037382,0.16838907234645986,1.2,0.5372406581210418
0,approach,1.665005258064951,-1.6208663589849754,1.4215785191560262,-1.003072782947226,-1.5315621301467774,0.1998049988823611,1.3,0.5372406581210418
0,approach,1.6776771126513663,-1.6209603499694893,1.4237706278179014,-0.9831027085499354,-1.524611747989817,0.2312209254182624,1.4,0.5372406581210418
0,approach,1.6903489672377816,-1.6210543409540032,1.425962736479777,-0.9631326341526449,-1.5176613658328564,0.26263685195416364,1.5,0.5372406581210418
0,approach,1.7030208218241967,-1.621148331938517,1.4281548451416521,-0.9431625597553545,-1.5107109836758956,0.2940527784900649,1.6,0.5372406581210418
0,approach,1.715692676410612,-1.6212423229230308,1.4303469538035274,-0.9231924853580639,-1.503760601518935,0.3254687050259662,1.7000000000000002,0.5372406581210418
0,approach,1.7283645309970272,-1.6213363139075447,1.4325390624654026,-0.9032224109607734,-1.4968102193619746,0.35688463156186734,1.8,0.5372406581210418
0,approach,1.7410363855834423,-1.6214303048920584,1.4347311711272779,-0.8832523365634828,-1.4898598372050138,0.3883005580977687,1.9,0.5372406581210418
0,approach,1.7537082401698574,-1.6215242958765723,1.4369232797891534,-0.8632822621661923,-1.4829094550480533,0.41971648463366995,2.0,0.5372406581210418
0,approach,1.7663800947562727,-1.621618286861086,1.4391153884510284,-0.8433121877689018,-1.4759590728910927,0.45113241116957103,2.1,0.5372406581210418
0,approach,1.7790519493426877,-1.6217122778456,1.4413074971129036,-0.8233421133716112,-1.4690086907341322,0.4825483377054723,2.2,0.5372406581210418
0,approach,1.791723803929103,-1.6218062688301138,1.443499605774779,-0.8033720389743207,-1.4620583085771717,0.5139642642413736,2.3,0.5372406581210418
0,approach,1.8043956585155183,-1.6219002598146277,1.4456917144366543,-0.7834019645770303,-1.4551079264202111,0.545380190777275,2.4,0.5372406581210418
